sentence,intention
那正常该是多少厘米,无
费用相差多少？,咨询价格
有没有外用药物,咨询药物
在长虹医院刚做完包皮手术，多久后可以拆线,咨询治愈时长
我要是去你们医院挂什么科啊,咨询挂号
阴囊潮湿怎么回事,咨询病因
qq1456039623,确定联系意愿
王雷电话是1561175****,确定联系意愿
额。。。。这个有点尴尬,描述情绪
别放屁了,无
今年刚发现,描述症状
请问需要吃些什么药物呢？,咨询药物
精囊炎可以喝鸽子汤，吃鸽子肉嘛,咨询食疗
离你们医院太远去不了,无
没性生活对身体有影响吗,咨询后果
和平门,无
亦庄,无
包皮长作手术费用多少??需要休息几天呢,咨询价格
这个医疗保险有报的吗？,无
需要什么药,咨询药物
严重吗，这个病,咨询后果
需要做全面检查吗,咨询检查
多少天能恢复,咨询治愈时长
通过什么检查呢,咨询检查
能不能不检查，你告诉我吃什么药,咨询药物
好??我加你医生,咨询微信
发个祥细地址，当面问清,咨询地址
医院在哪里？,咨询地址
是不是太胖的缘故,咨询病因
8??9公分,描述症状
结婚了，晨勃每天都有吗？,咨询生理现象
挂号挂什么科室,咨询挂号
需要做手术吗？,咨询治疗方式
上班了,无
就在这上面聊一下就行了。也可以治疗加微信。,确定联系意愿
四天一次,描述频率
我一上厕所小便有点疼,描述症状
我之前去过望怎么走了,咨询路线
便宜能治好，肯定信，贵的要命怎么信啊,咨询价格
好的，会治好吗,咨询疗效
天天发愁,描述情绪
不知检查什么,咨询检查
能治好么。,咨询疗效
晨勃是什么?_?,咨询生理现象
吃什么(?o?;,咨询食疗
还是需要再做两次检查,咨询检查
羊肉补肾吗,咨询食疗
这是你的电话吗,咨询电话
如果去北京做，您能推荐一家做的好的医院吗,咨询公司介绍
是怎么得的呢,咨询病因
那还有救吗,咨询项目介绍
嗯我加你,咨询微信
勃起正常性生活几分钟,咨询生理现象
射精有力,描述症状
血验了 ? 尿验了,描述就诊史
后来的,无
哦，这段时间忙，过段时间去检查下，谢了,确定预约时间
一般这样的伤口能恢复原样吗,咨询疗效
怎么办,咨询治疗方式
往医院拉客户呀,无
能挽救吗,咨询疗效
1763402****?晚上打电话,确定联系意愿
好的我的微信号即是1369154****,确定联系意愿
两三天清洗一次,描述频率
想看看割完是什么效果,咨询疗效
问题是如果减退没有病就行，就怕是视频做的病，他不承认也就是，那明天先检查吧！,咨询检查
损伤做比超吗,咨询检查
你们医院在什么地方？,咨询地址
用啊我的微信号是1985702190,确定联系意愿
我就是有几个问题想再请教一下杨大夫，主要是听我一个朋友说他去在女性美容了，所以就不知道他还在不在你们医院，如果在我想问一下，他那天上班,咨询专家
您告诉我您号吧??我添加您的,咨询微信
66596167微信,确定联系意愿
也算正常吧，现在太尴尬了,描述情绪
周六日有专家上班吗,咨询专家
请把医院地址给我,咨询地址
检查的话我不好意思跟父母提,描述情绪
你不是医生吗。,咨询专家
最近有点上火和感冒,描述症状
该检查些什么,咨询检查
做了手术上厕所方便吗？走路会不会疼,咨询后果
那怎么办呢,咨询治疗方式
我还需要做什么检查呢,咨询检查
曙光医院在北京什么地方，有机会去医院找您,咨询地址
好的?我加你QQ,咨询QQ
频繁遗精,描述症状
qq192192011,确定联系意愿
你好吃什么可以提高精子活力,咨询食疗
瞧好需要多少钱？能说一下吗？我打算瞧瞧,咨询价格
这是咋回事呢,咨询病因
抹完那个多久能恢复正常？,咨询治愈时长
我2个小时一次吧！,描述频率
1314295**** ?您好 ?方便电话联系么,确定联系意愿
得多少费用,咨询价格
得多久治好呢,咨询治愈时长
您觉得什么病的可能性大呀??有救吗,咨询项目介绍
重庆两江医院,无
657019785????QQ,确定联系意愿
检查需要多少时间,咨询检查
愁死我了,描述情绪
请问我要去你们医院都要检查什么,咨询检查
你是协和医院吗,咨询公司介绍
可以用什么药搽的？,咨询药物
谢谢，我只能去合同医院治疗,无
甄医生你好，我叫谢朋,无
用什么药?直接说,咨询药物
吃啥补肾,咨询食疗
做完后，有两三天没有晨勃，过几天就有,描述症状
比较严重的治疗时间是不是更长啊,咨询治愈时长
一个星期一次到两次吓死我了,描述频率
你那里治不了吗,咨询项目介绍
你们能医保么,无
是什么原因呢？,咨询病因
睾丸发硬有变大还疼痛是怎么回事,咨询病因
经常手淫吃什么调理比较好,咨询食疗
我发个图片你看可以吗,无
医院位置在？,咨询地址
你好，你们医院在哪,咨询地址
吃什么可以提高精子质量,咨询食疗
我打算检查一下,咨询检查
保定?同济医院,无
正常性交算吗,无
恩，这个要是做爱对女方有影响吗,咨询后果
这病好治不,咨询项目介绍
想怀孕,无
做这个手术要在床上躺多长时间,咨询治愈时长
不会有什么影响吧,咨询后果
手术后需要换几次药呢,咨询治愈时长
姜主任??你好,无
会影响生命嘛?活着以后不能生小孩,咨询后果
男生,无
QQ号可以吗,咨询QQ
常啊,无
%c%已成功发送了一个文件，请点击接收请务必将此文件保存到您自己的本地电脑，服务器上仅保留该文件12个小时。文件说明:QQ图片20180629203302.jpg,无
那我去医院的话挂什么科呢,咨询挂号
不容易,无
这种病严重不严重啊？,咨询后果
西药可以吗,咨询药物
好不好治啊,咨询项目介绍
只是咨询了一下亲人（大夫），没做具体检查,描述就诊史
会不会,无
精液有点发粉红是什么原因啊?以前不这样,咨询病因
短小8公分,描述症状
你们医院是在哪里？,咨询地址
这种态度,无
包皮术后有什么忌口的吗,咨询食疗
怎么治疗呢？,咨询治疗方式
这里聊吧,无
性欲不好,描述症状
包皮会影响性生活吗,咨询后果
前3???4个月手淫多，现在大概就是一个星期两次吧,描述频率
割完包皮第二天可以洗澡吗？,咨询治愈时长
吃那些水果管用,咨询食疗
你们这的医院是公立吗,咨询公立私立
有其他办法吗,咨询治疗方式
我问一下其他家医院吧，,无
请问李自高?是你们那医生吗,咨询专家
没有去检查过,描述就诊史
这个治得花多少钱啊,咨询价格
我想咨询包皮手术,咨询项目介绍
我撸了已经12年了！抽烟喝酒久坐熬夜也是家常便饭,描述症状
做完手术大概多长时间可以出院啊,咨询治愈时长
怎么去,咨询路线
这多长时间能恢复，手术完工作干活组影响吗,咨询治愈时长
一般需要做怎样的检查呢,咨询检查
微信号是wj1582405130,确定联系意愿
你是哪家医院的。北京三甲吗,咨询公司介绍
属于私人医院?给你这个医院的电话没有人接,无
多久可以治好,咨询治愈时长
快到上班时间了,无
吃什么要呢,咨询食疗
多吃什么呀能不能说一下,咨询食疗
吃点什么管用,咨询食疗
戒掉手淫以后时间长了以后会恢复到原来的时间吗,无
3555426022是我的QQ号,确定联系意愿
是的????我是出租车司机,无
宣武医院啊,无
自己改注意哪些才能慢慢恢复??我也不想用药物治疗,无
我收到性刺激并不会勃起啊,描述症状
做两次了,描述频率
您这是三甲医院嘛,咨询公立私立
是的！一般要多久能治好！,咨询治愈时长
你们能检查吗？,咨询检查
有点事，,无
以前还可以,无
如果做了会不会又复发,咨询后果
哦。那怎么补啊,咨询治疗方式
检查?手术?药物?全部算下来千八百的就够了？,咨询价格
你好，我是帮我老公咨询。他要面子吧，一直不去医院看,无
不太好吧，很隐私哦,无
明天去,确定预约时间
我几乎每天早上都会晨勃，而且勃起的很硬,描述症状
那会儿一天好几次,描述频率
原发性能治好么,咨询疗效
我想知道怎么治疗,咨询治疗方式
给我个地址,咨询地址
能医保吗,无
外侧,无
客服QQ是2880920327,确定联系意愿
北京曙光医院是看病的医院吗,咨询公司介绍
你们这医院在哪,咨询地址
是的，在腾讯上班,无
是不是跟上火有关系啊,咨询病因
微信号是QQ14785039,确定联系意愿
晨勃有还行。,描述症状
具体检查啥项目啊,咨询检查
没有检查，就今天才有这种情况，20前有过一次,描述症状
最近两天尿道感觉发麻有憋尿的感觉怎么回事,咨询病因
没有?因为以前一两天就好?也没什么影响,描述症状
这是我电话,确定联系意愿
我要看专家的，夜班大夫就算啦,咨询专家
说半天，谁不知道去医院呢，白扯蛋。,无
也做过治疗，输液，直肠微波什么的,描述就诊史
龟头炎吃什么药,咨询药物
杨医生呢,咨询专家
阴囊潮湿有一点,描述症状
怎样制，需要多长时间能制好请在此输入文本或者粘贴QQ截图,无
怎那戒掉手淫,无
你们是公立的吗,咨询公立私立
不好形容能电话么,咨询电话
包皮手术大概多长时间能恢复,咨询治愈时长
咱们医院是3甲吗,咨询公立私立
毕竟家里也催结婚,无
有什么好的治疗方法吗？,咨询治疗方式
这是怎么回事啊？,咨询病因
多吃点补品呗,咨询食疗
184305148QQ,确定联系意愿
做完手术多久可以同房？,咨询治愈时长
昨天挺紧张的也没准备钱,无
是输液治疗吗,咨询治疗方式
给下qq吧,咨询QQ
治疗需要多少呢？,咨询价格
去检查前期有什么规定吗,咨询检查
长春也有个曙光医院,咨询公司介绍
吃什么可以调解吗,咨询食疗
几号线可以直达,咨询路线
分,无
微信号：renhm123456,确定联系意愿
三级甲医院是不是也可以做这些检查,咨询检查
要不你把你电话给我,咨询电话
3分钟吧,无
嗯，两三次,描述频率
做完就可以上班吗？还是需要休息什么的,咨询治愈时长
我没什么不适就先不管了?不检查?再说您那么远,无
我加你微信了，没有回复,确定联系意愿
因为平时每天都要上班?做完能马上上班吗,咨询治愈时长
夜间勃起后插入几分钟就完事了,描述症状
手影过多造成阳痿吃什么药,咨询药物
曙光是国家的还是私立的？,咨询公立私立
太贵了，一次要两千多,咨询价格
不好意思去检查,描述情绪
我姓贾，营养不良会不会影响精子质量,咨询后果
点开咱们医院看了看，就是做男科专业的吧,咨询公司介绍
肾宝片有没有用？,咨询药物
就是过去的检查的话?半天能出结果嘛,咨询检查
还能自我恢复吗,无
吃点人参鹿鞭改善一下,咨询食疗
那该怎么调节呢,咨询治疗方式
一天两三次,描述频率
睡觉总做梦怎么回事,咨询病因
来回走到，有时开车,无
哪天我抽个时间上你这医院检查一下,确定预约时间
你们那里周末上班吗,咨询上班时间
有龟头炎,描述症状
会不会好疼,无
哥哥，麻烦你可不可以给我打个电话，我想咨询一下我的问题，可是有些医生就是不太理解。有，可是我又是残疾人，谢谢,确定联系意愿
你放屁的时候，屁股疼吗？,无
酒不怎么喝,无
医院是公立的吗,咨询公立私立
而且还做了精子静脉曲张手术,描述就诊史
手术的活要多久,咨询治愈时长
重工业，有夜班，,无
两个q？,无
做个包皮手术需要多长时间,咨询治愈时长
阳痿吃，啥药,咨询药物
你好，能找个大夫给我看看吗？,咨询专家
